,popularity,genres,budget,revenue,title,runtime,vote_count,vote_average,release_year
32,7.40416499999999,Comedy,74000000.0,1156730962.0,Minions,91,2893.0,6.5,2015
33,6.326804,Comedy,175000000.0,853708609.0,Inside Out,94,3935.0,8.0,2015
34,6.326804,Animation,175000000.0,853708609.0,Inside Out,94,3935.0,8.0,2015
35,6.326804,Family,175000000.0,853708609.0,Inside Out,94,3935.0,8.0,2015
36,6.200282,Action,245000000.0,880674609.0,Spectre,148,3254.0,6.2,2015
37,6.200282,Adventure,245000000.0,880674609.0,Spectre,148,3254.0,6.2,2015
38,6.200282,Crime,245000000.0,880674609.0,Spectre,148,3254.0,6.2,2015
39,6.189369,Science Fiction,176000003.0,183987723.0,Jupiter Ascending,124,1937.0,5.2,2015
40,6.189369,Fantasy,176000003.0,183987723.0,Jupiter Ascending,124,1937.0,5.2,2015
41,6.189369,Action,176000003.0,183987723.0,Jupiter Ascending,124,1937.0,5.2,2015
42,6.189369,Adventure,176000003.0,183987723.0,Jupiter Ascending,124,1937.0,5.2,2015
43,6.118847,Drama,15000000.0,36869414.0,Ex Machina,108,2854.0,7.6,2015
44,6.118847,Science Fiction,15000000.0,36869414.0,Ex Machina,108,2854.0,7.6,2015
45,5.984995,Action,88000000.0,243637091.0,Pixels,105,1575.0,5.8,2015
46,5.984995,Comedy,88000000.0,243637091.0,Pixels,105,1575.0,5.8,2015
47,5.984995,Science Fiction,88000000.0,243637091.0,Pixels,105,1575.0,5.8,2015
48,5.944927,Action,280000000.0,1405035767.0,Avengers: Age of Ultron,141,4304.0,7.4,2015
49,5.944927,Adventure,280000000.0,1405035767.0,Avengers: Age of Ultron,141,4304.0,7.4,2015
50,5.944927,Science Fiction,280000000.0,1405035767.0,Avengers: Age of Ultron,141,4304.0,7.4,2015
51,5.8984,Crime,44000000.0,155760117.0,The Hateful Eight,167,2389.0,7.4,2015
52,5.8984,Drama,44000000.0,155760117.0,The Hateful Eight,167,2389.0,7.4,2015
53,5.8984,Mystery,44000000.0,155760117.0,The Hateful Eight,167,2389.0,7.4,2015
54,5.8984,Western,44000000.0,155760117.0,The Hateful Eight,167,2389.0,7.4,2015
55,5.749758,Crime,48000000.0,325771424.0,Taken 3,109,1578.0,6.1,2015
56,5.749758,Action,48000000.0,325771424.0,Taken 3,109,1578.0,6.1,2015
57,5.749758,Thriller,48000000.0,325771424.0,Taken 3,109,1578.0,6.1,2015
58,5.573184,Science Fiction,130000000.0,518602163.0,Ant-Man,115,3779.0,7.0,2015
59,5.573184,Action,130000000.0,518602163.0,Ant-Man,115,3779.0,7.0,2015
60,5.573184,Adventure,130000000.0,518602163.0,Ant-Man,115,3779.0,7.0,2015
61,5.556818,Romance,95000000.0,542351353.0,Cinderella,112,1495.0,6.8,2015
62,5.556818,Fantasy,95000000.0,542351353.0,Cinderella,112,1495.0,6.8,2015
63,5.556818,Family,95000000.0,542351353.0,Cinderella,112,1495.0,6.8,2015
64,5.556818,Drama,95000000.0,542351353.0,Cinderella,112,1495.0,6.8,2015
65,5.476958,War,160000000.0,650523427.0,The Hunger Games: Mockingjay - Part 2,136,2380.0,6.5,2015
66,5.476958,Adventure,160000000.0,650523427.0,The Hunger Games: Mockingjay - Part 2,136,2380.0,6.5,2015
67,5.476958,Science Fiction,160000000.0,650523427.0,The Hunger Games: Mockingjay - Part 2,136,2380.0,6.5,2015
68,5.462138,Action,190000000.0,209035668.0,Tomorrowland,130,1899.0,6.2,2015
69,5.462138,Family,190000000.0,209035668.0,Tomorrowland,130,1899.0,6.2,2015
70,5.462138,Science Fiction,190000000.0,209035668.0,Tomorrowland,130,1899.0,6.2,2015
71,5.462138,Adventure,190000000.0,209035668.0,Tomorrowland,130,1899.0,6.2,2015
72,5.462138,Mystery,190000000.0,209035668.0,Tomorrowland,130,1899.0,6.2,2015
73,5.337064,Action,30000000.0,91709827.0,Southpaw,123,1386.0,7.3,2015
74,5.337064,Drama,30000000.0,91709827.0,Southpaw,123,1386.0,7.3,2015
75,4.907832,Action,110000000.0,470490832.0,San Andreas,114,2060.0,6.1,2015
76,4.907832,Drama,110000000.0,470490832.0,San Andreas,114,2060.0,6.1,2015
77,4.907832,Thriller,110000000.0,470490832.0,San Andreas,114,2060.0,6.1,2015
78,4.71040199999999,Drama,40000000.0,569651467.0,Fifty Shades of Grey,125,1865.0,5.3,2015
79,4.71040199999999,Romance,40000000.0,569651467.0,Fifty Shades of Grey,125,1865.0,5.3,2015
80,4.648046,Comedy,28000000.0,133346506.0,The Big Short,130,1545.0,7.3,2015
81,4.648046,Drama,28000000.0,133346506.0,The Big Short,130,1545.0,7.3,2015
82,4.566713,Action,150000000.0,682330139.0,Mission: Impossible - Rogue Nation,131,2349.0,7.1,2015
83,4.564549,Comedy,68000000.0,215863606.0,Ted 2,115,1666.0,6.3,2015
84,4.503789,Crime,81000000.0,403802136.0,Kingsman: The Secret Service,130,3833.0,7.6,2015
85,4.503789,Comedy,81000000.0,403802136.0,Kingsman: The Secret Service,130,3833.0,7.6,2015
86,4.503789,Action,81000000.0,403802136.0,Kingsman: The Secret Service,130,3833.0,7.6,2015
87,4.503789,Adventure,81000000.0,403802136.0,Kingsman: The Secret Service,130,3833.0,7.6,2015
88,4.062293,Drama,20000000.0,88346473.0,Spotlight,128,1559.0,7.8,2015
89,4.062293,Thriller,20000000.0,88346473.0,Spotlight,128,1559.0,7.8,2015
90,4.062293,History,20000000.0,88346473.0,Spotlight,128,1559.0,7.8,2015
91,3.968891,Action,61000000.0,311256926.0,Maze Runner: The Scorch Trials,132,1849.0,6.4,2015
92,3.968891,Science Fiction,61000000.0,311256926.0,Maze Runner: The Scorch Trials,132,1849.0,6.4,2015
93,3.968891,Thriller,61000000.0,311256926.0,Maze Runner: The Scorch Trials,132,1849.0,6.4,2015
94,3.927333,Mystery,0.0,29355203.0,Mr. Holmes,103,425.0,6.4,2015
95,3.927333,Drama,0.0,29355203.0,Mr. Holmes,103,425.0,6.4,2015
96,3.899557,Crime,49000000.0,102069268.0,Chappie,120,1990.0,6.6,2015
97,3.899557,Action,49000000.0,102069268.0,Chappie,120,1990.0,6.6,2015
98,3.899557,Science Fiction,49000000.0,102069268.0,Chappie,120,1990.0,6.6,2015
99,3.877764,Comedy,29000000.0,287506194.0,Pitch Perfect 2,115,1264.0,6.8,2015
100,3.877764,Music,29000000.0,287506194.0,Pitch Perfect 2,115,1264.0,6.8,2015
101,3.64821,Thriller,40000000.0,162610473.0,Bridge of Spies,141,1638.0,7.1,2015
102,3.64821,Drama,40000000.0,162610473.0,Bridge of Spies,141,1638.0,7.1,2015
103,3.644541,Adventure,58000000.0,150170815.0,Goosebumps,103,600.0,6.2,2015
104,3.644541,Horror,58000000.0,150170815.0,Goosebumps,103,600.0,6.2,2015
105,3.644541,Comedy,58000000.0,150170815.0,Goosebumps,103,600.0,6.2,2015
106,3.557846,Drama,6000000.0,35401758.0,Room,117,1520.0,8.0,2015
107,3.557846,Thriller,6000000.0,35401758.0,Room,117,1520.0,8.0,2015
108,3.358321,Crime,0.0,22354572.0,Solace,101,474.0,6.2,2015
109,3.358321,Drama,0.0,22354572.0,Solace,101,474.0,6.2,2015
110,3.358321,Mystery,0.0,22354572.0,Solace,101,474.0,6.2,2015
111,3.339135,Adventure,175000000.0,331926147.0,The Good Dinosaur,93,1087.0,6.6,2015
112,3.339135,Animation,175000000.0,331926147.0,The Good Dinosaur,93,1087.0,6.6,2015
113,3.339135,Comedy,175000000.0,331926147.0,The Good Dinosaur,93,1087.0,6.6,2015
114,3.339135,Family,175000000.0,331926147.0,The Good Dinosaur,93,1087.0,6.6,2015
115,3.339135,Fantasy,175000000.0,331926147.0,The Good Dinosaur,93,1087.0,6.6,2015
116,3.23737,Action,50000000.0,71561644.0,Run All Night,114,814.0,6.3,2015
117,3.23737,Crime,50000000.0,71561644.0,Run All Night,114,814.0,6.3,2015
118,3.23737,Drama,50000000.0,71561644.0,Run All Night,114,814.0,6.3,2015
119,3.23737,Mystery,50000000.0,71561644.0,Run All Night,114,814.0,6.3,2015
120,3.23737,Thriller,50000000.0,71561644.0,Run All Night,114,814.0,6.3,2015
121,3.227329,Drama,11000000.0,62076141.0,Brooklyn,111,754.0,7.3,2015
122,3.227329,Romance,11000000.0,62076141.0,Brooklyn,111,754.0,7.3,2015
123,3.202719,Drama,28000000.0,201634991.0,Straight Outta Compton,147,918.0,7.7,2015
124,3.202719,Music,28000000.0,201634991.0,Straight Outta Compton,147,918.0,7.7,2015
125,3.080505,Fantasy,90000000.0,140396650.0,The Last Witch Hunter,106,879.0,5.6,2015
126,3.080505,Action,90000000.0,140396650.0,The Last Witch Hunter,106,879.0,5.6,2015
127,3.080505,Adventure,90000000.0,140396650.0,The Last Witch Hunter,106,879.0,5.6,2015
128,3.079522,History,30000000.0,34441873.0,Steve Jobs,122,1035.0,6.9,2015
129,3.079522,Drama,30000000.0,34441873.0,Steve Jobs,122,1035.0,6.9,2015
130,3.053421,Comedy,75000000.0,108145109.0,The Man from U.N.C.L.E.,116,1548.0,7.0,2015
131,3.053421,Action,75000000.0,108145109.0,The Man from U.N.C.L.E.,116,1548.0,7.0,2015
132,3.053421,Adventure,75000000.0,108145109.0,The Man from U.N.C.L.E.,116,1548.0,7.0,2015
133,3.025852,Fantasy,25000000.0,42629776.0,The Age of Adaline,112,1221.0,7.3,2015
134,3.025852,Drama,25000000.0,42629776.0,The Age of Adaline,112,1221.0,7.3,2015
135,3.025852,Romance,25000000.0,42629776.0,The Age of Adaline,112,1221.0,7.3,2015
136,3.023253,Action,10000000.0,14333790.0,Hardcore Henry,97,396.0,5.9,2015
137,3.023253,Adventure,10000000.0,14333790.0,Hardcore Henry,97,396.0,5.9,2015
138,3.023253,Science Fiction,10000000.0,14333790.0,Hardcore Henry,97,396.0,5.9,2015
139,2.976436,Fantasy,135000000.0,368871007.0,Home,94,1060.0,6.9,2015
140,2.976436,Comedy,135000000.0,368871007.0,Home,94,1060.0,6.9,2015
141,2.976436,Animation,135000000.0,368871007.0,Home,94,1060.0,6.9,2015
142,2.976436,Science Fiction,135000000.0,368871007.0,Home,94,1060.0,6.9,2015
143,2.976436,Family,135000000.0,368871007.0,Home,94,1060.0,6.9,2015
144,2.968254,Drama,12000000.0,85512300.0,Paper Towns,109,1252.0,6.2,2015
145,2.968254,Mystery,12000000.0,85512300.0,Paper Towns,109,1252.0,6.2,2015
146,2.968254,Romance,12000000.0,85512300.0,Paper Towns,109,1252.0,6.2,2015
147,2.93234,Thriller,30000000.0,0.0,Wild Card,92,481.0,5.3,2015
148,2.93234,Crime,30000000.0,0.0,Wild Card,92,481.0,5.3,2015
149,2.93234,Drama,30000000.0,0.0,Wild Card,92,481.0,5.3,2015
150,2.885126,Thriller,4000000.0,9064511.0,The Lobster,118,638.0,6.6,2015
151,2.885126,Comedy,4000000.0,9064511.0,The Lobster,118,638.0,6.6,2015
152,2.885126,Drama,4000000.0,9064511.0,The Lobster,118,638.0,6.6,2015
153,2.885126,Romance,4000000.0,9064511.0,The Lobster,118,638.0,6.6,2015
154,2.885126,Science Fiction,4000000.0,9064511.0,The Lobster,118,638.0,6.6,2015
155,2.883233,Romance,11800000.0,40272135.0,Carol,118,562.0,7.1,2015
156,2.883233,Drama,11800000.0,40272135.0,Carol,118,562.0,7.1,2015
157,2.814802,Comedy,35000000.0,194564672.0,The Intern,121,1255.0,7.1,2015
158,2.798017,Adventure,55000000.0,203427584.0,Everest,121,1172.0,6.7,2015
159,2.798017,Drama,55000000.0,203427584.0,Everest,121,1172.0,6.7,2015
160,2.793297,Comedy,60000000.0,101134059.0,Joy,124,1001.0,6.4,2015
161,2.793297,Drama,60000000.0,101134059.0,Joy,124,1001.0,6.4,2015
162,2.614499,Action,105000000.0,133718711.0,Point Break,114,505.0,5.5,2015
163,2.614499,Crime,105000000.0,133718711.0,Point Break,114,505.0,5.5,2015
164,2.614499,Thriller,105000000.0,133718711.0,Point Break,114,505.0,5.5,2015
165,2.584264,Drama,20000000.0,36606743.0,Burnt,100,631.0,6.3,2015
166,2.578919,Science Fiction,26000000.0,30523226.0,Self/less,116,719.0,6.2,2015
167,2.578919,Mystery,26000000.0,30523226.0,Self/less,116,719.0,6.2,2015
168,2.578919,Thriller,26000000.0,30523226.0,Self/less,116,719.0,6.2,2015
169,2.575711,Comedy,60000000.0,30418560.0,Mortdecai,106,696.0,5.3,2015
170,2.575711,Adventure,60000000.0,30418560.0,Mortdecai,106,696.0,5.3,2015
171,2.557859,Drama,15000000.0,64191523.0,The Danish Girl,120,867.0,7.3,2015
172,2.550747,Mystery,70000000.0,17752940.0,Blackhat,133,584.0,5.0,2015
173,2.550747,Crime,70000000.0,17752940.0,Blackhat,133,584.0,5.0,2015
174,2.550747,Action,70000000.0,17752940.0,Blackhat,133,584.0,5.0,2015
175,2.550747,Thriller,70000000.0,17752940.0,Blackhat,133,584.0,5.0,2015
176,2.550747,Drama,70000000.0,17752940.0,Blackhat,133,584.0,5.0,2015
177,2.487849,Action,30000000.0,84025816.0,Sicario,121,1479.0,7.1,2015
178,2.487849,Crime,30000000.0,84025816.0,Sicario,121,1479.0,7.1,2015
179,2.487849,Drama,30000000.0,84025816.0,Sicario,121,1479.0,7.1,2015
180,2.487849,Mystery,30000000.0,84025816.0,Sicario,121,1479.0,7.1,2015
181,2.487849,Thriller,30000000.0,84025816.0,Sicario,121,1479.0,7.1,2015
182,2.487042,Action,120000001.0,167977596.0,Fantastic Four,100,1565.0,4.4,2015
183,2.487042,Adventure,120000001.0,167977596.0,Fantastic Four,100,1565.0,4.4,2015
184,2.487042,Science Fiction,120000001.0,167977596.0,Fantastic Four,100,1565.0,4.4,2015
185,2.46449,Mystery,3500000.0,40423945.0,The Witch,92,700.0,5.8,2015
186,2.46449,Horror,3500000.0,40423945.0,The Witch,92,700.0,5.8,2015
187,2.404473,Action,65000000.0,235666219.0,Spy,120,1840.0,6.9,2015
188,2.404473,Comedy,65000000.0,235666219.0,Spy,120,1840.0,6.9,2015
189,2.404473,Crime,65000000.0,235666219.0,Spy,120,1840.0,6.9,2015
190,2.395366,Romance,50100000.0,153962963.0,Focus,105,1831.0,6.7,2015
191,2.395366,Comedy,50100000.0,153962963.0,Focus,105,1831.0,6.7,2015
192,2.395366,Crime,50100000.0,153962963.0,Focus,105,1831.0,6.7,2015
193,2.395366,Drama,50100000.0,153962963.0,Focus,105,1831.0,6.7,2015
194,2.354654,Action,35000000.0,82347656.0,Hitman: Agent 47,96,820.0,5.5,2015
195,2.354654,Crime,35000000.0,82347656.0,Hitman: Agent 47,96,820.0,5.5,2015
196,2.354654,Thriller,35000000.0,82347656.0,Hitman: Agent 47,96,820.0,5.5,2015
197,2.345821,Thriller,100000000.0,93820758.0,In the Heart of the Sea,122,805.0,6.4,2015
198,2.345821,Drama,100000000.0,93820758.0,In the Heart of the Sea,122,805.0,6.4,2015
199,2.345821,Adventure,100000000.0,93820758.0,In the Heart of the Sea,122,805.0,6.4,2015
200,2.345821,Action,100000000.0,93820758.0,In the Heart of the Sea,122,805.0,6.4,2015
201,2.345821,History,100000000.0,93820758.0,In the Heart of the Sea,122,805.0,6.4,2015
202,2.331636,Crime,20000000.0,0.0,Survivor,96,280.0,5.4,2015
203,2.331636,Thriller,20000000.0,0.0,Survivor,96,280.0,5.4,2015
204,2.331636,Action,20000000.0,0.0,Survivor,96,280.0,5.4,2015
205,2.331567,Drama,35000000.0,137935567.0,Creed,133,1171.0,7.3,2015
206,2.31767,Comedy,35000000.0,140795793.0,Trainwreck,125,849.0,6.1,2015
207,2.29573,Drama,13000000.0,32848185.0,Eye in the Sky,102,265.0,7.2,2015
208,2.29573,Thriller,13000000.0,32848185.0,Eye in the Sky,102,265.0,7.2,2015
209,2.29573,War,13000000.0,32848185.0,Eye in the Sky,102,265.0,7.2,2015
210,2.28135,Crime,25000000.0,42972994.0,Legend,131,619.0,6.7,2015
211,2.28135,Thriller,25000000.0,42972994.0,Legend,131,619.0,6.7,2015
212,2.272044,Thriller,0.0,45895.0,Beyond the Reach,95,81.0,5.5,2015
213,2.234573,Adventure,150000000.0,128388320.0,Pan,111,586.0,5.9,2015
214,2.234573,Family,150000000.0,128388320.0,Pan,111,586.0,5.9,2015
215,2.234573,Fantasy,150000000.0,128388320.0,Pan,111,586.0,5.9,2015
216,2.165433,Action,0.0,0.0,Mythica: The Darkspore,108,27.0,5.1,2015
217,2.165433,Adventure,0.0,0.0,Mythica: The Darkspore,108,27.0,5.1,2015
218,2.165433,Fantasy,0.0,0.0,Mythica: The Darkspore,108,27.0,5.1,2015
219,2.141506,Comedy,0.0,0.0,Me and Earl and the Dying Girl,105,569.0,7.7,2015
220,2.141506,Drama,0.0,0.0,Me and Earl and the Dying Girl,105,569.0,7.7,2015
221,2.140199,Adventure,99000000.0,246233113.0,The Peanuts Movie,88,414.0,6.4,2015
222,2.140199,Animation,99000000.0,246233113.0,The Peanuts Movie,88,414.0,6.4,2015
223,2.140199,Comedy,99000000.0,246233113.0,The Peanuts Movie,88,414.0,6.4,2015
224,2.140199,Family,99000000.0,246233113.0,The Peanuts Movie,88,414.0,6.4,2015
225,2.121884,Drama,35000000.0,48623572.0,Concussion,123,500.0,6.9,2015
226,2.096273,Comedy,25000000.0,52395996.0,The Night Before,100,363.0,6.1,2015
227,2.080935,Drama,2500000.0,5214043.0,Knock Knock,99,473.0,4.8,2015
228,2.080935,Horror,2500000.0,5214043.0,Knock Knock,99,473.0,4.8,2015
229,2.080935,Thriller,2500000.0,5214043.0,Knock Knock,99,473.0,4.8,2015
230,2.070708,Romance,34000000.0,63013281.0,The Longest Ride,128,711.0,7.3,2015
231,2.070708,Drama,34000000.0,63013281.0,The Longest Ride,128,711.0,7.3,2015
232,2.060162,Animation,80000000.0,466183544.0,Hotel Transylvania 2,89,919.0,6.8,2015
233,2.060162,Comedy,80000000.0,466183544.0,Hotel Transylvania 2,89,919.0,6.8,2015
234,2.060162,Family,80000000.0,466183544.0,Hotel Transylvania 2,89,919.0,6.8,2015
235,2.055572,Family,17000000.0,24000000.0,Love the Coopers,107,111.0,5.3,2015
236,2.055572,Comedy,17000000.0,24000000.0,Love the Coopers,107,111.0,5.3,2015
237,2.049886,Adventure,35000000.0,61181942.0,The Walk,123,706.0,6.8,2015
238,2.049886,Drama,35000000.0,61181942.0,The Walk,123,706.0,6.8,2015
239,2.049886,Thriller,35000000.0,61181942.0,The Walk,123,706.0,6.8,2015
240,2.026651,Action,11000000.0,1863315.0,Tracers,94,326.0,5.9,2015
241,2.026651,Crime,11000000.0,1863315.0,Tracers,94,326.0,5.9,2015
242,2.026651,Drama,11000000.0,1863315.0,Tracers,94,326.0,5.9,2015
243,2.000338,Adventure,31000000.0,104384188.0,Vacation,99,846.0,6.1,2015
244,2.000338,Comedy,31000000.0,104384188.0,Vacation,99,846.0,6.1,2015
245,1.984529,Horror,35000000.0,95437994.0,Poltergeist,93,589.0,5.0,2015
246,1.984529,Thriller,35000000.0,95437994.0,Poltergeist,93,589.0,5.0,2015
247,1.980039,Horror,4000000.0,187112.0,Maggie,95,384.0,5.1,2015
248,1.959765,Drama,0.0,2000000.0,Equals,101,135.0,5.6,2015
249,1.959765,Romance,0.0,2000000.0,Equals,101,135.0,5.6,2015
250,1.959765,Science Fiction,0.0,2000000.0,Equals,101,135.0,5.6,2015
251,1.95632,Crime,50000000.0,3324330.0,Child 44,137,341.0,5.9,2015
252,1.95632,Thriller,50000000.0,3324330.0,Child 44,137,341.0,5.9,2015
253,1.926739,Thriller,5000000.0,58978653.0,The Gift,108,631.0,6.6,2015
254,1.926739,Mystery,5000000.0,58978653.0,The Gift,108,631.0,6.6,2015
255,1.904898,Comedy,50000000.0,240360392.0,Daddy's Home,96,568.0,5.7,2015
256,1.876037,Fantasy,0.0,0.0,Mythica: The Necromancer,0,11.0,5.4,2015
257,1.876037,Action,0.0,0.0,Mythica: The Necromancer,0,11.0,5.4,2015
258,1.876037,Adventure,0.0,0.0,Mythica: The Necromancer,0,11.0,5.4,2015
259,1.872696,Thriller,10000000.0,0.0,Vice,96,181.0,4.1,2015
260,1.872696,Science Fiction,10000000.0,0.0,Vice,96,181.0,4.1,2015
261,1.872696,Action,10000000.0,0.0,Vice,96,181.0,4.1,2015
262,1.872696,Adventure,10000000.0,0.0,Vice,96,181.0,4.1,2015
263,1.865007,Adventure,64000000.0,97571250.0,The Little Prince,92,423.0,7.5,2015
264,1.865007,Animation,64000000.0,97571250.0,The Little Prince,92,423.0,7.5,2015
265,1.865007,Fantasy,64000000.0,97571250.0,The Little Prince,92,423.0,7.5,2015
266,1.841779,Adventure,0.0,233755553.0,Alvin and the Chipmunks: The Road Chip,92,278.0,5.7,2015
267,1.841779,Animation,0.0,233755553.0,Alvin and the Chipmunks: The Road Chip,92,278.0,5.7,2015
268,1.841779,Comedy,0.0,233755553.0,Alvin and the Chipmunks: The Road Chip,92,278.0,5.7,2015
269,1.841779,Family,0.0,233755553.0,Alvin and the Chipmunks: The Road Chip,92,278.0,5.7,2015
270,1.82313,Drama,11930000.0,18340000.0,The Dressmaker,118,197.0,6.9,2015
271,1.758618,Romance,8500000.0,43528634.0,The DUFF,100,753.0,6.8,2015
272,1.758618,Comedy,8500000.0,43528634.0,The DUFF,100,753.0,6.8,2015
273,1.742286,Horror,10000000.0,52882018.0,Sinister 2,97,331.0,5.5,2015
274,1.73518,Action,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,422.0,5.3,2015
275,1.73518,Adventure,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,422.0,5.3,2015
276,1.73518,Comedy,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,422.0,5.3,2015
277,1.73518,Family,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,422.0,5.3,2015
278,1.72471199999999,Adventure,0.0,0.0,Frozen Fever,8,475.0,7.0,2015
279,1.72471199999999,Animation,0.0,0.0,Frozen Fever,8,475.0,7.0,2015
280,1.72471199999999,Family,0.0,0.0,Frozen Fever,8,475.0,7.0,2015
281,1.661789,Action,0.0,0.0,High-Rise,119,161.0,5.4,2015
282,1.661789,Drama,0.0,0.0,High-Rise,119,161.0,5.4,2015
283,1.661789,Science Fiction,0.0,0.0,High-Rise,119,161.0,5.4,2015
284,1.65107799999999,Thriller,4000000.0,50163103.0,The Boy Next Door,91,810.0,3.9,2015
285,1.646664,Thriller,0.0,0.0,Spooks: The Greater Good,104,114.0,5.6,2015
286,1.646664,Action,0.0,0.0,Spooks: The Greater Good,104,114.0,5.6,2015
287,1.532997,Comedy,30000000.0,49263404.0,Entourage,104,364.0,6.2,2015
288,1.510096,Comedy,23000000.0,79799880.0,The Wedding Ringer,101,446.0,6.5,2015
289,1.499614,Comedy,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93,288.0,6.2,2015
290,1.499614,Horror,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93,288.0,6.2,2015
291,1.495112,Horror,5000000.0,98450062.0,The Visit,94,729.0,5.9,2015
292,1.495112,Thriller,5000000.0,98450062.0,The Visit,94,729.0,5.9,2015
293,1.48324599999999,Crime,53000000.0,99775678.0,Black Mass,122,848.0,6.3,2015
294,1.48324599999999,Drama,53000000.0,99775678.0,Black Mass,122,848.0,6.3,2015
295,1.449072,Crime,8900000.0,50136.0,Heist,93,233.0,5.4,2015
296,1.449072,Action,8900000.0,50136.0,Heist,93,233.0,5.4,2015
297,1.449072,Thriller,8900000.0,50136.0,Heist,93,233.0,5.4,2015
298,1.448002,Horror,15000000.0,61548707.0,Krampus,98,342.0,5.9,2015
299,1.448002,Comedy,15000000.0,61548707.0,Krampus,98,342.0,5.9,2015
300,1.448002,Fantasy,15000000.0,61548707.0,Krampus,98,342.0,5.9,2015
301,1.443406,Drama,20000000.0,208588.0,Dark Places,113,322.0,5.7,2015
302,1.443406,Mystery,20000000.0,208588.0,Dark Places,113,322.0,5.7,2015
303,1.443406,Thriller,20000000.0,208588.0,Dark Places,113,322.0,5.7,2015
304,1.41239,Action,5000000.0,54418872.0,No Escape,103,519.0,6.7,2015
305,1.41239,Thriller,5000000.0,54418872.0,No Escape,103,519.0,6.7,2015
306,1.40805,Crime,700000.0,17986781.0,Dope,103,448.0,7.3,2015
307,1.40805,Drama,700000.0,17986781.0,Dope,103,448.0,7.3,2015
308,1.40805,Comedy,700000.0,17986781.0,Dope,103,448.0,7.3,2015
309,1.388251,Comedy,28000000.0,28208085.0,American Ultra,96,695.0,5.9,2015
310,1.388251,Action,28000000.0,28208085.0,American Ultra,96,695.0,5.9,2015
311,1.388032,Drama,11000000.0,61619773.0,Woman in Gold,120,277.0,7.3,2015
312,1.38032,Action,0.0,0.0,The Scorpion King: The Lost Throne,105,22.0,4.5,2015
